canonical_tensor_name,canonical_dtype,canonical_shape,canonical_parameter_count,canonical_payload_bytes,subsystem,component,layer_id,expert_id,initial_text_scope,mapping_status,gguf_tensor_names,gguf_parameter_count,gguf_packed_bytes_allocated,mapping_rule,evidence_ids,confidence,notes
model.visual.blocks.23.attn.qkv.bias,BF16,3456,3456,6912,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.attn.qkv.weight,BF16,3456x1152,3981312,7962624,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.mlp.linear_fc1.bias,BF16,4304,4304,8608,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.mlp.linear_fc1.weight,BF16,4304x1152,4958208,9916416,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.mlp.linear_fc2.bias,BF16,1152,1152,2304,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.mlp.linear_fc2.weight,BF16,1152x4304,4958208,9916416,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.norm1.bias,BF16,1152,1152,2304,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.norm1.weight,BF16,1152,1152,2304,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.norm2.bias,BF16,1152,1152,2304,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.23.norm2.weight,BF16,1152,1152,2304,vision,vision_block,23,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.attn.proj.bias,BF16,1152,1152,2304,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.attn.proj.weight,BF16,1152x1152,1327104,2654208,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.attn.qkv.bias,BF16,3456,3456,6912,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.attn.qkv.weight,BF16,3456x1152,3981312,7962624,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.mlp.linear_fc1.bias,BF16,4304,4304,8608,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.mlp.linear_fc1.weight,BF16,4304x1152,4958208,9916416,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.mlp.linear_fc2.bias,BF16,1152,1152,2304,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.mlp.linear_fc2.weight,BF16,1152x4304,4958208,9916416,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.norm1.bias,BF16,1152,1152,2304,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.norm1.weight,BF16,1152,1152,2304,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.norm2.bias,BF16,1152,1152,2304,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.24.norm2.weight,BF16,1152,1152,2304,vision,vision_block,24,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.attn.proj.bias,BF16,1152,1152,2304,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.attn.proj.weight,BF16,1152x1152,1327104,2654208,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.attn.qkv.bias,BF16,3456,3456,6912,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.attn.qkv.weight,BF16,3456x1152,3981312,7962624,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.mlp.linear_fc1.bias,BF16,4304,4304,8608,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.mlp.linear_fc1.weight,BF16,4304x1152,4958208,9916416,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.mlp.linear_fc2.bias,BF16,1152,1152,2304,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.mlp.linear_fc2.weight,BF16,1152x4304,4958208,9916416,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.norm1.bias,BF16,1152,1152,2304,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.norm1.weight,BF16,1152,1152,2304,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.norm2.bias,BF16,1152,1152,2304,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.25.norm2.weight,BF16,1152,1152,2304,vision,vision_block,25,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.attn.proj.bias,BF16,1152,1152,2304,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.attn.proj.weight,BF16,1152x1152,1327104,2654208,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.attn.qkv.bias,BF16,3456,3456,6912,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.attn.qkv.weight,BF16,3456x1152,3981312,7962624,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.mlp.linear_fc1.bias,BF16,4304,4304,8608,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.mlp.linear_fc1.weight,BF16,4304x1152,4958208,9916416,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.mlp.linear_fc2.bias,BF16,1152,1152,2304,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.mlp.linear_fc2.weight,BF16,1152x4304,4958208,9916416,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.norm1.bias,BF16,1152,1152,2304,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.norm1.weight,BF16,1152,1152,2304,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.norm2.bias,BF16,1152,1152,2304,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.26.norm2.weight,BF16,1152,1152,2304,vision,vision_block,26,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.attn.proj.bias,BF16,1152,1152,2304,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.attn.proj.weight,BF16,1152x1152,1327104,2654208,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.attn.qkv.bias,BF16,3456,3456,6912,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.attn.qkv.weight,BF16,3456x1152,3981312,7962624,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.mlp.linear_fc1.bias,BF16,4304,4304,8608,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.mlp.linear_fc1.weight,BF16,4304x1152,4958208,9916416,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.mlp.linear_fc2.bias,BF16,1152,1152,2304,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.mlp.linear_fc2.weight,BF16,1152x4304,4958208,9916416,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.norm1.bias,BF16,1152,1152,2304,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.norm1.weight,BF16,1152,1152,2304,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.norm2.bias,BF16,1152,1152,2304,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.3.norm2.weight,BF16,1152,1152,2304,vision,vision_block,3,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.attn.proj.bias,BF16,1152,1152,2304,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.attn.proj.weight,BF16,1152x1152,1327104,2654208,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.attn.qkv.bias,BF16,3456,3456,6912,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.attn.qkv.weight,BF16,3456x1152,3981312,7962624,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.mlp.linear_fc1.bias,BF16,4304,4304,8608,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.mlp.linear_fc1.weight,BF16,4304x1152,4958208,9916416,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.mlp.linear_fc2.bias,BF16,1152,1152,2304,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.mlp.linear_fc2.weight,BF16,1152x4304,4958208,9916416,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.norm1.bias,BF16,1152,1152,2304,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.norm1.weight,BF16,1152,1152,2304,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.norm2.bias,BF16,1152,1152,2304,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.4.norm2.weight,BF16,1152,1152,2304,vision,vision_block,4,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.attn.proj.bias,BF16,1152,1152,2304,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.attn.proj.weight,BF16,1152x1152,1327104,2654208,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.attn.qkv.bias,BF16,3456,3456,6912,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.attn.qkv.weight,BF16,3456x1152,3981312,7962624,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.mlp.linear_fc1.bias,BF16,4304,4304,8608,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.mlp.linear_fc1.weight,BF16,4304x1152,4958208,9916416,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.mlp.linear_fc2.bias,BF16,1152,1152,2304,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
model.visual.blocks.5.mlp.linear_fc2.weight,BF16,1152x4304,4958208,9916416,vision,vision_block,5,,EXCLUDED_INITIAL_VISION,OMITTED_INITIAL_SCOPE_VALID,,0,0,KQ-GGUF-RULE-SCOPE-OMISSION-v1,KQ-GGUF-EVIDENCE-005,PROVEN_CANONICAL,Excluded by the accepted ADR-0005 initial text-only scope
